GR;Count;Cons;Size;Col;Dis;Time;WtCns;En;Cap;Fast;PRG;NOI;Thrd;SLI;AUD;Con;SAL22;SAL23
AR;Poland;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;NO;NO;11;E;10;NO;5;49;NO;NO;NO;NO;0,001263238;0,001161066
AR;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;12;E;14;NO;4;49;NO;YES;NO;NO;0,000621535;0,001152855
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;12;YES;6;46;NO;NO;NO;VOICE CONTROL;0,000462435;0,001144061
BH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;13;YES;6;48;YES;NO;NO;NO;0,001206419;0,001132658
TR;Germany;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;9;C;14;YES;7;42;YES;n.a.;NO;NO;0,001487294;0,00112801
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;YES;5;44;NO;NO;NO;VOICE CONTROL;0,000560998;0,001120867
WH;Great Britain;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;E;14;YES;7;46;NO;n.a.;NO;NO;0,000637665;0,001114548
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;C;14;YES;6;44;YES;NO;NO;VOICE CONTROL;0,000299625;0,001110205
TR;Germany;BUILT IN/UNDER;FULLSIZE;SILVER;YES;YES;10;D;14;NO;7;44;NO;NO;NO;NO;0,001404997;0,001110198
BH;Germany;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;8;E;9;YES;5;48;NO;NO;NO;VOICE CONTROL;0,001185468;0,001094382
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;13;YES;6;46;YES;YES;NO;VOICE CONTROL;0,000924664;0,001092842
WH;Great Britain;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;NO;NO;11;F;10;NO;5;51;NO;NO;NO;NO;0,000794885;0,001087452
EL;Poland;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;E;10;NO;8;46;YES;YES;NO;NO;0,001224126;0,001082109
EL;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;10;D;14;NO;8;46;n.a.;NO;NO;NO;0,001309488;0,001079274
TR;Germany;BUILT IN/UNDER;FULLSIZE;METAL LOOK;NO;NO;11;D;14;NO;6;49;NO;NO;NO;NO;0,00119314;0,001078341
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;C;13;YES;6;44;YES;NO;NO;VOICE CONTROL;5,41632E-05;0,001077906
WH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;14;NO;8;43;NO;NO;NO;NO;0,00128294;0,001076046
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;14;YES;6;44;YES;NO;NO;VOICE CONTROL;0,000694274;0,001073857
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;14;YES;6;44;YES;n.a.;NO;VOICE CONTROL;0,000675602;0,001072897
WH;Great Britain;FREESTANDING;SLIMLINE;WHITE;NO;NO;11;F;10;NO;6;51;NO;n.a.;NO;NO;0,000887547;0,001070763
WH;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;14;NO;7;46;NO;NO;NO;NO;0,001781152;0,001069302
WH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;14;YES;8;46;YES;NO;NO;NO;0,002128428;0,001062989
BH;Germany;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;C;13;YES;7;46;YES;n.a.;NO;VOICE CONTROL;2,15162E-05;0,00105933
BH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;C;13;YES;6;46;YES;NO;NO;VOICE CONTROL;0,000884958;0,001045702
AR;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;12;E;13;NO;5;49;NO;NO;NO;NO;0,003536931;0,001043674
TR;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;E;13;NO;6;49;NO;NO;NO;NO;0,001069199;0,001042373
TR;Germany;BUILT IN/UNDER;SLIMLINE;STAINLESS STEEL;NO;NO;9;E;9;NO;7;49;NO;NO;NO;NO;0,000722825;0,001038948
WH;Germany;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;D;14;NO;8;43;NO;n.a.;NO;NO;0,000593232;0,001033125
EL;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;C;15;NO;6;44;YES;YES;NO;NO;1,32204E-06;0,001033125
BH;Great Britain;FREESTANDING;SLIMLINE;WHITE;YES;YES;9;E;10;YES;6;45;YES;n.a.;NO;VOICE CONTROL;0,000384071;0,00103096
WH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;14;NO;8;43;YES;NO;NO;NO;0,001803592;0,00101908
WH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;NO;9;C;14;YES;9;41;YES;NO;NO;NO;0,000646675;0,001017436
WH;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;12;F;13;NO;8;49;NO;NO;NO;NO;0,002296387;0,001012065
TR;Germany;BUILT IN/UNDER;FULLSIZE;METAL LOOK;YES;YES;9;C;14;YES;8;42;YES;NO;NO;NO;0,001600328;0,001011887
AR;Great Britain;FREESTANDING;FULLSIZE;BLACK;YES;NO;12;E;13;NO;4;49;NO;n.a.;NO;NO;0,000671399;0,001011476
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;14;YES;6;44;YES;NO;NO;VOICE CONTROL;0,000645859;0,001008087
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;13;YES;6;46;YES;YES;NO;VOICE CONTROL;0,000765882;0,001006911
BH;Great Britain;FREESTANDING;FULLSIZE;WHITE;YES;YES;10;E;12;YES;5;48;NO;n.a.;NO;VOICE CONTROL;0,001224401;0,001003653
WH;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;14;NO;7;43;YES;NO;NO;NO;0,00124667;0,001003069
AR;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;12;E;14;NO;6;49;NO;YES;NO;NO;0,000671085;0,001001518
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;10;E;12;NO;4;50;NO;NO;NO;NO;0,000886507;0,000990163
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;13;YES;6;46;YES;NO;NO;VOICE CONTROL;0,000942689;0,000986072
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;YES;6;44;NO;NO;NO;VOICE CONTROL;0,000397696;0,000984903
WH;Poland;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;14;NO;8;46;YES;n.a.;NO;NO;0,001588489;0,000984246
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;13;YES;6;46;YES;NO;NO;VOICE CONTROL;0,001021838;0,000983237
WH;Poland;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;14;NO;8;43;NO;n.a.;NO;NO;0,000964097;0,000981984
TR;Germany;BUILT IN/UNDER;SLIMLINE;METAL LOOK;NO;NO;9;E;9;NO;6;49;NO;NO;NO;NO;0,000813715;0,00097866
AR;Germany;FREESTANDING;FULLSIZE;SILVER;YES;YES;9;E;14;YES;6;46;NO;n.a.;NO;NO;0,001113047;0,000977245
BH;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;13;YES;6;46;YES;NO;NO;VOICE CONTROL;0,000481459;0,000966015
WH;Poland;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;14;YES;10;43;YES;n.a.;NO;NO;0,000928728;0,000965933
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;10;E;12;YES;5;48;NO;NO;NO;VOICE CONTROL;0,000863791;0,000961177
EL;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;10;C;14;NO;6;44;YES;YES;NO;NO;0;0,000955709
BH;Germany;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;D;10;YES;6;44;YES;NO;NO;VOICE CONTROL;0,000913928;0,000955088
WH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;C;14;YES;8;42;YES;NO;NO;NO;0;0,000954339
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;C;13;YES;6;44;YES;NO;NO;VOICE CONTROL;0,000802517;0,000952312
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;YES;6;44;NO;NO;NO;VOICE CONTROL;0,000293096;0,000949839
TR;Germany;BUILT IN/UNDER;FULLSIZE;SILVER;YES;YES;10;D;14;NO;7;44;NO;NO;NO;NO;0,001660812;0,00094646
AR;Poland;FREESTANDING;SLIMLINE;SILVER;YES;YES;11;E;10;NO;5;49;YES;n.a.;NO;NO;0,000839679;0,000936796
TR;Germany;BUILT IN/UNDER;SLIMLINE;STAINLESS STEEL;YES;YES;9;D;10;YES;7;44;YES;NO;NO;NO;0,001172318;0,000936184
WH;Poland;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;NO;9;F;10;NO;6;47;NO;NO;NO;NO;0,000715772;0,000935058
TR;Germany;BUILT IN/UNDER;FULLSIZE;SILVER;NO;NO;12;E;12;NO;6;49;NO;n.a.;NO;NO;0,001024839;0,000935024
EL;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;9;E;13;NO;4;49;NO;NO;NO;NO;0,001057628;0,000934683
EL;Germany;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;NO;NO;9;F;9;NO;5;49;NO;YES;NO;NO;0,001167956;0,000933947
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;6;44;NO;NO;NO;VOICE CONTROL;0,000563515;0,000932899
WH;Great Britain;FREESTANDING;FULLSIZE;BLACK;YES;YES;9;E;14;NO;7;46;YES;n.a.;NO;NO;0,001106355;0,000931373
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;B;14;YES;5;42;YES;NO;NO;VOICE CONTROL;0;0,000929333
EL;Great Britain;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;E;10;YES;7;44;YES;NO;NO;NO;0,001166086;0,000921845
BH;Germany;FREESTANDING;SLIMLINE;WHITE;YES;YES;8;D;9;YES;6;44;NO;n.a.;NO;VOICE CONTROL;0,000545217;0,000919271
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;6;44;NO;YES;NO;VOICE CONTROL;0,000596683;0,000918991
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;9;E;13;NO;4;48;YES;NO;NO;VOICE CONTROL;0,000765894;0,000917822
EL;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;10;D;13;NO;7;44;NO;YES;NO;NO;0,002047424;0,000917591
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;B;14;YES;7;43;YES;NO;NO;VOICE CONTROL;0,00024542;0,000915565
BH;Great Britain;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;9;D;12;YES;6;48;NO;n.a.;NO;VOICE CONTROL;0,000733301;0,00091205
AR;Poland;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;11;E;10;NO;5;48;NO;NO;NO;NO;0,000829111;0,000904639
BH;Great Britain;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;C;13;YES;8;42;YES;n.a.;NO;VOICE CONTROL;0,000385388;0,000904327
AR;Poland;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;8;C;10;YES;7;45;YES;NO;YES;NO;1,35509E-05;0,000891061
BH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;9;F;13;YES;5;48;YES;NO;NO;NO;0,001236464;0,000887368
WH;Poland;FREESTANDING;SLIMLINE;WHITE;YES;YES;9;E;10;NO;7;43;YES;n.a.;NO;NO;0,001295358;0,000885846
EL;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;NO;6;44;NO;YES;NO;NO;0,000616779;0,000885486
EL;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;9;E;13;NO;5;49;NO;YES;NO;NO;0,000828581;0,000885332
AR;Germany;BUILT IN/UNDER;FULLSIZE;METAL LOOK;YES;YES;9;A;16;YES;7;44;YES;NO;NO;NO;0,000434925;0,000884827
AR;Poland;FREESTANDING;SLIMLINE;STAINLESS STEEL;YES;YES;8;C;10;YES;6;44;YES;n.a.;NO;NO;0,000151373;0,00088393
WH;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;14;YES;9;41;YES;NO;NO;NO;0,000763273;0,000883194
TR;Germany;FREESTANDING;SLIMLINE;SILVER;NO;NO;9;D;10;NO;6;49;NO;n.a.;NO;NO;0,00125131;0,000879663
AR;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;14;YES;8;43;YES;NO;NO;NO;0,001568976;0,000873111
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;13;YES;6;46;YES;YES;NO;VOICE CONTROL;0,00068069;0,000861753
BH;Germany;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;C;13;YES;6;44;NO;n.a.;NO;VOICE CONTROL;6,64325E-05;0,00086048
TR;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;12;E;12;NO;4;49;NO;NO;NO;NO;0,000944096;0,000855258
TR;Germany;BUILT IN/UNDER;FULLSIZE;SILVER;NO;NO;11;E;12;NO;6;49;NO;NO;NO;NO;0,001462836;0,000851917
EL;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;8;44;NO;YES;NO;NO;0,000814498;0,000848149
WH;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;C;15;YES;8;42;YES;NO;NO;NO;0;0,000847515
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;C;14;YES;8;42;YES;NO;NO;VOICE CONTROL;0,000697766;0,000846686
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;B;13;YES;5;42;NO;NO;NO;VOICE CONTROL;0;0,000846436
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;C;13;YES;6;44;NO;NO;NO;VOICE CONTROL;0,000603091;0,00084638
AR;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;15;YES;8;42;YES;NO;NO;NO;0,000740672;0,000844723
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;14;YES;6;44;YES;NO;NO;VOICE CONTROL;0,000418547;0,000844325
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;C;13;YES;6;44;YES;NO;NO;SMART APP CTRL.;0,000695968;0,000836933
BH;Great Britain;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;D;14;YES;6;46;YES;n.a.;NO;VOICE CONTROL;0,000857536;0,000821324
AR;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;C;14;YES;6;43;NO;NO;NO;NO;0;0,000819032
WH;Poland;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;NO;9;E;10;YES;6;47;NO;NO;NO;NO;0,001711181;0,000817319
AR;Great Britain;FREESTANDING;FULLSIZE;WHITE;NO;NO;11;E;14;NO;5;46;YES;n.a.;NO;NO;0,000526076;0,000811779
BH;Germany;BUILT IN/UNDER;SLIMLINE;STAINLESS STEEL;YES;YES;9;C;10;YES;8;43;YES;NO;NO;VOICE CONTROL;0,000428734;0,000810353
EL;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;NO;NO;9;F;13;NO;4;52;NO;NO;NO;NO;0,000830585;0,000808269
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;12;YES;6;46;NO;NO;NO;VOICE CONTROL;0,000713388;0,000808066
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;C;14;YES;8;42;YES;NO;NO;VOICE CONTROL;0,000551948;0,000806955
TR;Germany;BUILT IN/UNDER;FULLSIZE;METAL LOOK;NO;NO;11;E;12;NO;6;49;NO;NO;NO;NO;0,000578392;0,00080533
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;14;YES;5;44;YES;NO;NO;VOICE CONTROL;0,001048923;0,000802985
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;13;YES;6;46;YES;NO;NO;VOICE CONTROL;0,000413451;0,000802828
BH;Germany;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;C;10;YES;6;43;YES;NO;NO;VOICE CONTROL;0,000851397;0,000802198
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;14;YES;6;44;YES;YES;NO;VOICE CONTROL;0,000431283;0,000796092
AR;Great Britain;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;8;E;10;YES;8;46;NO;n.a.;n.a.;NO;0,00058133;0,000794584
WH;Great Britain;FREESTANDING;FULLSIZE;WHITE;NO;NO;12;E;13;NO;4;46;NO;n.a.;NO;NO;0,00093119;0,000794097
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;13;YES;6;46;YES;NO;NO;VOICE CONTROL;0,000477894;0,000793302
EL;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;10;D;14;NO;8;42;YES;YES;NO;NO;0,000973125;0,000792344
AR;Great Britain;FREESTANDING;SLIMLINE;WHITE;NO;NO;11;E;10;NO;5;49;NO;n.a.;NO;NO;0,000823701;0,000792209
TR;Germany;BUILT IN/UNDER;FULLSIZE;METAL LOOK;NO;NO;11;D;14;NO;6;49;NO;NO;NO;NO;0,001591735;0,000788545
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;9;E;13;NO;4;48;YES;NO;NO;VOICE CONTROL;0,000661336;0,000788511
BH;Germany;BUILT IN/UNDER;SLIMLINE;STAINLESS STEEL;YES;YES;8;E;9;YES;6;45;NO;NO;NO;VOICE CONTROL;0,000332404;0,000787668
WH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;12;F;13;NO;5;49;NO;NO;NO;NO;0,000863435;0,000777876
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;14;YES;5;44;YES;NO;NO;VOICE CONTROL;0,000667097;0,000775595
EL;Poland;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;F;10;NO;6;47;YES;YES;NO;NO;0,000858334;0,000772272
WH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;14;NO;8;43;YES;NO;NO;NO;0,000589097;0,000771523
AR;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;C;16;YES;8;42;NO;NO;NO;NO;0,001029626;0,000768048
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;13;YES;6;46;YES;NO;NO;VOICE CONTROL;0,000543788;0,000765254
TR;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;10;D;14;NO;7;44;YES;NO;NO;NO;0,00114753;0,000760456
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;C;14;YES;8;42;YES;NO;NO;VOICE CONTROL;0,000536065;0,000759548
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;14;YES;6;44;YES;YES;NO;VOICE CONTROL;0,000851817;0,000755606
WH;Great Britain;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;NO;11;F;10;NO;7;49;YES;NO;NO;NO;0,000527956;0,00075412
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;YES;6;44;NO;NO;NO;VOICE CONTROL;0,000346213;0,000751294
EL;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;YES;5;42;NO;n.a.;NO;NO;0,000605075;0,000750003
BH;Great Britain;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;10;E;12;NO;5;48;NO;NO;NO;VOICE CONTROL;0,000161235;0,000749275
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;12;YES;6;46;NO;NO;NO;VOICE CONTROL;0,000664352;0,000747408
WH;Germany;BUILT IN/UNDER;SLIMLINE;STAINLESS STEEL;YES;YES;9;D;10;NO;9;43;YES;NO;NO;NO;0,001044506;0,000745428
WH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;14;NO;10;43;YES;NO;NO;NO;0,001233793;0,000742644
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;6;44;NO;YES;NO;VOICE CONTROL;0,000178457;0,000733824
BH;Poland;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;13;YES;6;46;YES;NO;NO;VOICE CONTROL;0,000786555;0,000733736
BH;Germany;BUILT IN/UNDER;SLIMLINE;STAINLESS STEEL;YES;YES;8;D;9;YES;6;44;NO;NO;NO;VOICE CONTROL;0,000940223;0,00073075
EL;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;NO;6;42;NO;NO;NO;NO;0,00070567;0,000730269
WH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;14;NO;8;43;NO;NO;NO;NO;0,000712308;0,000724468
TR;Germany;FREESTANDING;FULLSIZE;SILVER;YES;YES;12;E;12;NO;5;49;NO;n.a.;NO;NO;0,001251971;0,000723119
BH;Poland;FREESTANDING;SLIMLINE;SILVER;YES;YES;6;D;10;YES;5;45;YES;n.a.;NO;VOICE CONTROL;0,001057578;0,000721235
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;12;YES;6;46;NO;NO;NO;VOICE CONTROL;0,000266708;0,000720091
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;B;14;YES;5;42;YES;NO;NO;VOICE CONTROL;0;0,000720036
TR;Germany;FREESTANDING;FULLSIZE;BLACK;YES;YES;12;E;12;NO;6;49;NO;n.a.;NO;NO;0,001132327;0,000720036
WH;Germany;FREESTANDING;SLIMLINE;WHITE;YES;YES;9;D;10;NO;9;44;YES;n.a.;NO;NO;0,000539453;0,000717041
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;B;14;YES;7;43;YES;NO;NO;VOICE CONTROL;0,000257168;0,000710424
EL;Germany;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;E;9;YES;7;46;YES;NO;NO;NO;0,000795268;0,000710213
AR;Great Britain;FREESTANDING;FULLSIZE;WHITE;NO;NO;11;F;13;NO;4;51;YES;n.a.;NO;NO;0,000550523;0,0007093
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;YES;6;46;YES;NO;NO;VOICE CONTROL;0,000441385;0,000705614
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;B;14;YES;5;42;YES;NO;NO;VOICE CONTROL;0;0,000704279
AR;Poland;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;8;E;11;YES;6;46;YES;NO;NO;NO;0,000397629;0,000703419
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;10;E;12;YES;4;48;NO;NO;NO;NO;0;0,000702098
WH;Poland;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;E;10;YES;8;44;YES;NO;NO;NO;0,000390993;0,000701778
BH;Germany;FREESTANDING;FULLSIZE;BLACK;YES;YES;9;C;13;YES;6;44;YES;n.a.;NO;VOICE CONTROL;0,000549044;0,000699806
BH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;YES;5;44;NO;NO;NO;VOICE CONTROL;0,000355263;0,000696848
BH;Poland;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;12;YES;5;48;NO;n.a.;NO;NO;0,000209312;0,000696297
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;6;42;NO;NO;NO;VOICE CONTROL;0,000922201;0,000695402
WH;Germany;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;B;14;YES;11;39;YES;NO;NO;NO;0,000520816;0,000695349
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;C;13;YES;6;44;NO;NO;NO;VOICE CONTROL;0,000455346;0,000695148
EL;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;9;F;13;NO;5;52;NO;NO;NO;NO;0,000963623;0,000693371
EL;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;C;15;NO;6;44;YES;YES;NO;NO;3,81357E-05;0,000691613
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;6;44;NO;NO;NO;VOICE CONTROL;0,001191247;0,000690835
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;14;YES;8;42;YES;NO;NO;VOICE CONTROL;0,001190052;0,000690613
BH;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;13;YES;6;46;YES;YES;NO;VOICE CONTROL;0,00064376;0,00068826
TR;Germany;BUILT IN/UNDER;SLIMLINE;METAL LOOK;YES;YES;8;C;10;YES;6;44;NO;NO;NO;NO;0,000757528;0,000688179
WH;Poland;FREESTANDING;SLIMLINE;STAINLESS STEEL;YES;YES;9;E;10;NO;7;43;YES;n.a.;NO;NO;0,001104894;0,000687836
BH;Germany;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;6;46;NO;NO;NO;VOICE CONTROL;0,001152483;0,000686833
WH;Great Britain;FREESTANDING;FULLSIZE;WHITE;NO;NO;9;E;14;YES;4;46;NO;n.a.;NO;NO;0;0,000686565
AR;Great Britain;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;C;16;YES;7;44;YES;NO;NO;NO;0,000970165;0,000685829
